school_id,region,division,n_test_takers,filipino_mps,math_mps,english_mps,science_mps,araling_panlipunan_mps,overall_mps
100021,Region I,Ilocos Norte,2,75.92592592592592,63.46153846153846,77.77777777777777,66.66666666666667,74.07407407407408,71.64179104477611
100071,Region I,Ilocos Norte,20,94.07407407407408,95.96153846153848,91.66666666666669,81.11111111111111,95.92592592592592,91.71641791044776
100267,Region I,Ilocos Norte,12,83.33333333333333,95.5128205128205,81.48148148148148,69.13580246913581,84.56790123456788,82.71144278606964
100009,Region I,Ilocos Norte,2,64.81481481481481,76.92307692307692,85.18518518518519,75.92592592592592,87.03703703703704,77.98507462686567
100268,Region I,Ilocos Norte,6,84.56790123456788,93.58974358974358,88.88888888888889,74.07407407407408,73.45679012345678,82.83582089552239
100136,Region I,Ilocos Norte,4,84.25925925925925,72.11538461538461,72.22222222222223,92.5925925925926,96.29629629629628,83.58208955223881
100124,Region I,Ilocos Norte,8,84.72222222222223,84.61538461538461,75.46296296296296,77.77777777777777,87.5,81.99626865671642
100022,Region I,Ilocos Norte,4,81.48148148148148,77.88461538461539,87.96296296296296,76.85185185185185,84.25925925925925,81.71641791044776
150015,Region I,Ilocos Norte,3,77.77777777777777,75.64102564102565,74.07407407407408,85.18518518518519,71.60493827160494,76.86567164179104
100269,Region I,Ilocos Norte,6,83.95061728395063,72.43589743589743,84.56790123456788,66.04938271604938,88.2716049382716,79.1044776119403
100135,Region I,Ilocos Norte,12,90.43209876543212,72.43589743589743,74.07407407407408,90.74074074074076,88.58024691358025,83.33333333333334
100125,Region I,Ilocos Norte,10,81.85185185185185,88.07692307692308,79.25925925925925,77.77777777777777,86.66666666666667,82.68656716417911
100137,Region I,Ilocos Norte,13,75.49857549857549,96.15384615384616,77.20797720797721,63.81766381766382,88.31908831908832,80.08036739380023
150009,Region I,Ilocos Norte,4,92.5925925925926,80.76923076923077,85.18518518518519,81.48148148148148,100.0,88.05970149253731
100011,Region I,Ilocos Norte,4,77.77777777777777,68.26923076923077,73.14814814814815,67.5925925925926,68.51851851851852,71.08208955223881
100271,Region I,Ilocos Norte,6,77.16049382716048,86.53846153846153,80.24691358024693,85.18518518518519,88.88888888888889,83.58208955223881
100272,Region I,Ilocos Norte,10,85.18518518518519,88.07692307692308,92.5925925925926,85.18518518518519,91.48148148148148,88.50746268656717
100039,Region I,Ilocos Norte,2,57.407407407407405,53.84615384615385,66.66666666666667,55.55555555555556,53.7037037037037,57.46268656716418
100072,Region I,Ilocos Norte,4,71.29629629629629,45.19230769230769,66.66666666666667,62.96296296296296,63.888888888888886,62.12686567164179
100010,Region I,Ilocos Norte,5,64.44444444444444,50.76923076923077,65.92592592592592,56.2962962962963,61.48148148148149,59.850746268656714
410019,Region I,Ilocos Norte,9,55.1440329218107,47.008547008547005,61.31687242798354,48.971193415637856,54.732510288065846,53.48258706467662
400005,Region I,Ilocos Norte,8,71.75925925925925,72.11538461538461,75.92592592592592,45.370370370370374,79.16666666666667,68.84328358208955
410007,Region I,Ilocos Norte,4,26.85185185185185,29.807692307692307,37.03703703703704,35.18518518518518,33.333333333333336,32.46268656716418
100040,Region I,Ilocos Norte,4,90.74074074074076,87.5,78.70370370370371,74.07407407407408,96.29629629629628,85.44776119402985
100273,Region I,Ilocos Norte,4,77.77777777777777,79.8076923076923,88.88888888888889,68.51851851851852,80.55555555555556,79.1044776119403
100126,Region I,Ilocos Norte,6,70.37037037037037,64.1025641025641,64.81481481481481,66.04938271604938,78.39506172839508,68.7810945273632
100138,Region I,Ilocos Norte,4,88.88888888888889,92.3076923076923,74.07407407407408,62.96296296296296,74.07407407407408,78.35820895522389
100073,Region I,Ilocos Norte,2,88.88888888888889,82.6923076923077,88.88888888888889,77.77777777777777,90.74074074074076,85.82089552238806
100012,Region I,Ilocos Norte,14,73.28042328042328,58.7912087912088,69.57671957671957,52.91005291005291,65.87301587301587,64.12579957356077
410001,Region I,Ilocos Norte,6,54.93827160493828,57.69230769230769,75.30864197530865,59.25925925925926,54.93827160493828,60.44776119402985
100041,Region I,Ilocos Norte,2,90.74074074074076,63.46153846153846,85.18518518518519,61.111111111111114,75.92592592592592,75.3731343283582
100074,Region I,Ilocos Norte,4,74.07407407407408,64.42307692307692,74.07407407407408,66.66666666666667,76.85185185185185,71.26865671641791
100127,Region I,Ilocos Norte,4,78.70370370370371,58.65384615384615,87.03703703703704,72.22222222222223,88.88888888888889,77.23880597014926
100233,Region I,Ilocos Norte,8,59.72222222222222,62.5,68.05555555555556,65.74074074074075,70.83333333333333,65.39179104477611
100042,Region I,Ilocos Norte,4,86.11111111111111,85.57692307692308,76.85185185185185,58.333333333333336,81.48148148148148,77.61194029850746
